player,nation_stats_standard,squad,age_stats_standard,position_stats_standard,playing_time_min_stats_playing_time,playing_time_90s,total_cmp%_stats_passing_per_90,ast_stats_passing_per_90,ppa_stats_passing_per_90,standard_gls_stats_shooting_per_90,standard_sot%_stats_shooting_per_90,sca_sca_stats_gca_per_90,gca_gca_stats_gca_per_90,touches_mid_3rd_stats_possession_per_90,touches_att_3rd_stats_possession_per_90,take_ons_succ_stats_possession_per_90,carries_prgc_stats_possession_per_90,receiving_prgr_stats_possession_per_90,tackles_mid_3rd_stats_defense_per_90,aerial_duels_won%_stats_misc_per_90,performance_crs_stats_misc_per_90,tackles_tkl_stats_defense_per_90,int_stats_defense_per_90,performance_recov_stats_misc_per_90,value
Brenden Aaronson,USA,Leeds United,24,Midfielder,1452.0,16.133333333333333,4.958677685950414,0.0619834710743801,1.2396694214876034,0.2479338842975206,1.5867768595041325,3.9669421487603302,0.3099173553719008,22.1900826446281,25.59917355371901,1.6735537190082646,1.9834710743801651,6.880165289256198,0.9917355371900828,1.7913223140495866,2.293388429752066,1.797520661157025,0.1239669421487603,3.65702479338843,11000000.0
Elijah Adebayo,ENG,Luton Town,26,Forward,1477.0,16.41111111111111,4.4177386594448205,0.0,0.3656059580230196,0.2437373053486797,2.821259309410968,1.767095463777928,0.1828029790115098,6.032498307379824,14.441435341909274,0.7921462423832092,0.974949221394719,4.021665538253216,0.0,2.5470548408937037,0.3046716316858497,0.4874746106973595,0.2437373053486797,2.132701421800948,11000000.0
Enock Agyei,BEL,Burnley,19,Forward,1354.0,15.044444444444444,5.045051698670606,0.0,0.1329394387001477,0.0,0.0,0.0664697193500738,0.0,1.1299852289512555,1.4623338257016247,0.1329394387001477,0.5317577548005908,0.7976366322008863,0.0664697193500738,1.6617429837518465,0.1994091580502215,0.2658788774002954,0.0,0.1329394387001477,800000.0
Milan Aleksić,SRB,Sunderland,19,Midfielder,1060.0,11.77777777777778,5.663207547169812,0.0,0.0,0.0,8.490566037735848,0.0,0.0,0.5943396226415094,0.1698113207547169,0.0,0.1698113207547169,0.0849056603773584,0.0,0.0,0.0,0.0,0.0849056603773584,0.2547169811320754,0.0
Jamie Allen,ENG,Coventry City,29,Midfielder,475.0,5.277777777777778,16.2,0.0,0.1894736842105263,0.0,0.0,0.3789473684210526,0.0,7.768421052631579,2.463157894736842,0.0,0.0,0.3789473684210526,0.1894736842105263,9.473684210526317,0.0,0.5684210526315789,0.0,0.9473684210526316,1000000.0
Steven Alzate,COL,Hull City,26,Midfielder,1260.0,14.0,6.7,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,1.4285714285714286,0.7142857142857143,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.2857142857142857,4000000.0
Lucas Andersen,DEN,QPR,30,Midfielder,557.0,6.188888888888889,11.34290843806104,0.0,1.4542190305206462,0.1615798922800718,4.621184919210054,4.524236983842011,0.1615798922800718,20.035906642728904,33.447037701974864,0.8078994614003591,2.1005385996409336,8.402154398563734,1.2926391382405744,12.118491921005386,8.563734290843806,2.585278276481149,0.9694793536804308,4.039497307001795,500000.0
Sinclair Armstrong,IRL,Bristol City,21,Forward,1323.0,14.7,5.013605442176871,0.0,0.1360544217687075,0.2040816326530612,4.020408163265307,0.6802721088435374,0.0680272108843537,3.673469387755102,8.027210884353742,0.0680272108843537,1.2244897959183674,4.285714285714286,0.0680272108843537,0.4693877551020408,0.1360544217687075,0.1360544217687075,0.1360544217687075,0.8163265306122449,2200000.0
Femi Azeez,ENG,Millwall,23,Forward,732.0,8.133333333333333,6.319672131147541,0.2459016393442623,1.475409836065574,0.1229508196721311,5.790983606557377,2.0901639344262297,0.2459016393442623,13.032786885245905,18.56557377049181,0.4918032786885246,3.8114754098360657,6.39344262295082,0.6147540983606558,4.967213114754099,4.180327868852459,2.0901639344262297,0.3688524590163934,4.180327868852459,900000.0
Lewis Baker,ENG,Blackburn,29,Forward,1406.0,15.622222222222222,5.242532005689901,0.0,0.0,0.0640113798008534,2.5604551920341394,0.1920341394025604,0.0,4.416785206258891,1.7923186344238975,0.0640113798008534,0.3840682788051209,0.3840682788051209,0.1280227596017069,4.269559032716928,0.1920341394025604,0.2560455192034139,0.2560455192034139,0.9601706970128024,1800000.0
Patrick Bamford,ENG,Leeds United,31,Forward,634.0,7.044444444444444,8.219242902208203,0.0,0.0,0.0,0.0,0.1419558359621451,0.0,2.555205047318612,2.8391167192429023,0.1419558359621451,0.1419558359621451,1.277602523659306,0.0,8.517350157728707,0.4258675078864353,0.0,0.2839116719242902,0.2839116719242902,4000000.0
Shandon Baptiste,GRN,Luton Town,26,Midfielder,770.0,8.555555555555555,9.14025974025974,0.0,1.2857142857142858,0.0,2.9220779220779223,2.571428571428572,0.1168831168831168,21.272727272727277,13.558441558441558,0.3506493506493506,0.7012987012987013,1.6363636363636365,0.4675324675324675,5.8441558441558445,3.272727272727273,1.1688311688311688,1.4025974025974026,4.090909090909091,2500000.0
Tom Barkhuizen,ENG,Derby County,31,Forward,1272.0,14.133333333333333,5.066037735849056,0.0,0.1415094339622641,0.0,3.537735849056604,0.4245283018867924,0.070754716981132,2.2641509433962264,3.962264150943396,0.1415094339622641,0.3537735849056604,1.0613207547169812,0.0,5.051886792452831,0.2830188679245283,0.2122641509433962,0.1415094339622641,0.919811320754717,450000.0
Daniel Barlaser,TUR,Middlesbrough,27,Midfielder,466.0,5.177777777777778,16.512875536480685,0.1931330472103004,2.124463519313305,0.1931330472103004,4.828326180257511,5.793991416309012,0.3862660944206008,54.07725321888412,28.39055793991416,0.1931330472103004,0.965665236051502,1.5450643776824031,0.5793991416309012,4.828326180257511,6.180257510729613,1.351931330472103,0.7725321888412017,4.828326180257511,0.0
Chris Bedia,CIV,Hull City,28,Forward,1561.0,17.344444444444445,4.941063420884048,0.0,0.1729660474055092,0.1153106982703395,1.919923126201153,0.8648302370275465,0.0,4.035874439461884,4.7277386290839205,0.4035874439461883,0.3459320948110185,1.672005124919923,0.2882767456758488,2.0467648942985264,0.0,0.461242793081358,0.0,0.6918641896220371,2500000.0
Sam Bell,ENG,Bristol City,22,Forward,632.0,7.022222222222222,8.544303797468354,0.0,0.0,0.0,0.0,0.1424050632911392,0.0,0.9968354430379748,1.7088607594936709,0.0,0.0,1.139240506329114,0.1424050632911392,14.240506329113924,0.1424050632911392,0.1424050632911392,0.0,0.2848101265822785,1200000.0
Bachir Belloumi,ALG,Hull City,22,Forward,523.0,5.811111111111111,10.875717017208414,0.3441682600382409,4.474187380497132,0.3441682600382409,7.5717017208413,6.711281070745698,0.8604206500956023,25.98470363288719,49.04397705544933,2.581261950286807,6.195028680688337,17.036328871892927,1.2045889101338432,7.382409177820268,9.980879541108989,2.237093690248566,1.548757170172084,5.162523900573614,0.0
Daniel Bennie,AUS,QPR,18,Forward,1117.0,12.411111111111111,5.511190689346464,0.0,0.0805729632945389,0.0,0.0,0.2417188898836168,0.0,1.611459265890779,1.208594449418084,0.0,0.0,0.3222918531781558,0.0,2.6830796777081467,0.1611459265890779,0.0,0.0805729632945389,0.2417188898836168,250000.0
Florian Bianchini,FRA,Swansea City,23,Forward,849.0,9.433333333333334,7.028268551236748,0.0,0.3180212014134275,0.2120141342756183,5.300353356890459,0.6360424028268551,0.0,5.724381625441696,6.572438162544169,0.0,0.5300353356890459,3.0742049469964665,0.6360424028268551,3.742049469964664,1.2720848056537102,1.1660777385159011,0.1060070671378091,1.1660777385159011,2000000.0
Colby Bishop,ENG,Portsmouth,28,Forward,1407.0,15.633333333333333,2.955223880597015,0.0639658848614072,0.1279317697228145,0.1279317697228145,3.1982942430703627,0.3198294243070362,0.1918976545842217,1.791044776119403,2.4946695095948828,0.0,0.0,0.511727078891258,0.1279317697228145,2.840085287846482,0.1279317697228145,0.1279317697228145,0.0639658848614072,0.1918976545842217,700000.0
Corey Blackett-Taylor,ENG,Derby County,27,Forward,815.0,9.055555555555555,7.50920245398773,0.0,0.2208588957055214,0.1104294478527607,5.521472392638037,0.9938650306748468,0.1104294478527607,4.527607361963191,5.411042944785276,0.9938650306748468,1.325153374233129,2.208588957055215,0.0,0.0,0.8834355828220859,0.1104294478527607,0.4417177914110429,1.4355828220858895,500000.0
Harvey Blair,ENG,Portsmouth,21,Forward,744.0,8.266666666666667,7.258064516129031,0.0,0.1209677419354838,0.0,4.028225806451612,0.3629032258064515,0.0,2.540322580645161,4.475806451612903,0.3629032258064515,0.6048387096774193,0.9677419354838708,0.0,4.028225806451612,0.4838709677419354,0.3629032258064515,0.3629032258064515,0.3629032258064515,300000.0
Cameron Brannagan,ENG,Oxford United,28,Midfielder,649.0,7.211111111111111,11.842835130970723,0.2773497688751926,0.4160246533127889,0.1386748844375963,6.157164869029275,1.802773497688752,0.2773497688751926,21.633281972265024,7.627118644067797,0.1386748844375963,0.4160246533127889,0.5546995377503852,0.8320493066255777,0.0,0.6933744221879815,2.4961479198767336,0.970724191063174,3.4668721109399074,500000.0
Alan Browne,IRL,Sunderland,29,Midfielder,1211.0,13.455555555555556,5.900908340214699,0.0,0.2972749793559042,0.074318744838976,4.459124690338563,1.0404624277456649,0.074318744838976,11.66804293971924,6.01981833195706,0.1486374896779521,0.6688687035507844,1.635012386457473,0.074318744838976,2.259289843104872,0.9661436829066888,0.7431874483897605,0.3715937241948802,1.9322873658133772,3000000.0
Josh Brownhill,ENG,Burnley,28,Midfielder,1595.0,17.72222222222222,4.48025078369906,0.1128526645768025,0.8463949843260189,0.3385579937304075,1.6927899686520378,2.6520376175548592,0.3385579937304075,25.05329153605016,17.49216300940439,0.2821316614420063,0.7899686520376176,2.70846394984326,0.5078369905956113,2.313479623824452,1.749216300940439,1.35423197492163,0.90282131661442,3.498432601880878,13000000.0
John Buckley,ENG,Blackburn,25,Midfielder,1309.0,14.544444444444444,6.009167303284951,0.0,0.0687547746371275,0.0,0.0,0.4125286478227655,0.0,6.25668449197861,1.512605042016807,0.0687547746371275,0.0687547746371275,0.1375095492742551,0.0687547746371275,3.437738731856379,0.2062643239113827,0.1375095492742551,0.1375095492742551,0.8938120702826585,2200000.0
Finley Burns,ENG,Hull City,21,Midfielder,609.0,6.766666666666667,11.822660098522167,0.0,0.0,0.0,0.0,0.1477832512315271,0.0,2.0689655172413794,1.625615763546798,0.0,0.0,0.1477832512315271,0.0,7.389162561576355,0.0,0.0,0.5911330049261084,0.7389162561576355,1000000.0
Todd Cantwell,ENG,Blackburn,26,Midfielder,1620.0,18.0,4.283333333333333,0.1666666666666666,0.8888888888888888,0.0555555555555555,1.5444444444444445,2.5,0.2777777777777778,16.77777777777778,13.0,0.7777777777777778,1.6666666666666667,2.888888888888889,0.3888888888888889,1.3888888888888888,2.611111111111111,1.0555555555555556,0.3333333333333333,3.1666666666666665,4500000.0
Žan Celar,SVN,QPR,25,Forward,622.0,6.911111111111111,10.273311897106108,0.0,0.2893890675241157,0.2893890675241157,4.456591639871383,2.604501607717041,0.0,14.180064308681672,13.60128617363344,0.2893890675241157,0.7234726688102894,5.209003215434083,0.2893890675241157,5.498392282958199,0.4340836012861736,0.5787781350482315,0.0,2.893890675241157,0.0
Ilias Chair,MAR,QPR,27,Midfielder,1542.0,17.133333333333333,3.974708171206225,0.0,0.4085603112840467,0.0,2.6556420233463034,1.3424124513618678,0.0,5.66147859922179,7.587548638132296,0.4669260700389105,1.050583657587549,1.284046692607004,0.0,1.1673151750972763,2.684824902723736,0.1167315175097276,0.1167315175097276,1.1089494163424125,7000000.0
Giorgi Chakvetadze,GEO,Watford,25,Midfielder,1238.0,13.755555555555556,5.481421647819063,0.2907915993537964,1.4539579967689822,0.0726978998384491,2.224555735056543,6.47011308562197,0.654281098546042,27.84329563812601,32.786752827140546,2.3990306946688205,7.051696284329563,6.906300484652665,0.7269789983844911,2.82794830371567,6.47011308562197,1.1631663974151858,0.3634894991922455,4.798061389337641,2500000.0
Samuel Chambers,ENG,Leeds United,17,Forward,471.0,5.233333333333333,19.10828025477707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554140127388536,0.0,0.0,0.3821656050955413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Charles,NIR,Sheffield Weds,21,Midfielder,1087.0,12.077777777777778,6.524379024839006,0.0827966881324747,1.076356945722171,0.0827966881324747,1.655933762649494,2.4839006439742413,0.2483900643974241,37.09291628334866,14.241030358785649,0.9935602575896963,1.7387304507819688,1.4903403863845446,2.152713891444342,4.727690892364306,2.566697332106716,4.22263109475621,1.7387304507819688,8.44526218951242,10000000.0
Tawanda Chirewa,ZIM,Derby County,21,Midfielder,676.0,7.511111111111111,10.118343195266272,0.0,0.0,0.0,13.313609467455622,0.3994082840236686,0.0,3.3284023668639056,1.198224852071006,0.2662721893491124,0.0,0.665680473372781,0.2662721893491124,0.0,0.0,0.3994082840236686,0.1331360946745562,0.665680473372781,500000.0
Tahith Chong,NED,Luton Town,25,Midfielder,657.0,7.3,10.36986301369863,0.0,0.9589041095890412,0.273972602739726,3.9178082191780814,3.0136986301369864,0.273972602739726,29.04109589041096,26.71232876712329,2.4657534246575343,4.794520547945206,8.493150684931507,0.4109589041095891,5.47945205479452,4.383561643835616,1.36986301369863,0.547945205479452,6.575342465753425,6000000.0
Ibrahim Cissoko,NED,Plymouth Argyle,21,Forward,459.0,5.1,14.019607843137257,0.196078431372549,1.1764705882352942,0.5882352941176471,8.254901960784315,5.882352941176471,0.3921568627450981,24.31372549019608,25.88235294117647,4.313725490196079,7.254901960784315,14.11764705882353,0.3921568627450981,1.7843137254901962,3.9215686274509807,2.9411764705882355,0.7843137254901962,6.666666666666667,1500000.0
Jordan Clark,ENG,Luton Town,31,Midfielder,1710.0,19.0,3.9578947368421056,0.0526315789473684,0.5263157894736842,0.1578947368421052,2.784210526315789,1.7894736842105263,0.0526315789473684,16.842105263157894,10.36842105263158,0.8947368421052632,1.263157894736842,2.6842105263157894,0.5789473684210527,1.7526315789473683,1.6842105263157894,1.5263157894736843,0.6842105263157895,3.526315789473684,1000000.0
Josh Coburn,ENG,Middlesbrough,22,Midfielder,1239.0,13.766666666666667,7.263922518159806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1452784503631961,0.0,0.0,0.072639225181598,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
Josh Coburn,ENG,Millwall,22,Forward,951.0,10.566666666666666,4.930599369085174,0.0,0.0,0.1892744479495268,5.261829652996846,0.2839116719242902,0.1892744479495268,3.501577287066246,5.0157728706624605,0.2839116719242902,0.1892744479495268,1.2302839116719244,0.3785488958990536,3.378548895899054,0.1892744479495268,0.473186119873817,0.0946372239747634,0.7570977917981073,1500000.0
Jack Colback,ENG,QPR,35,Midfielder,932.0,10.355555555555556,8.546137339055793,0.0,0.0,0.0,0.0,0.0965665236051502,0.0,6.856223175965665,1.834763948497854,0.1931330472103004,0.0,0.0965665236051502,0.0965665236051502,2.4141630901287554,0.0,0.1931330472103004,0.1931330472103004,0.5793991416309012,300000.0
James Collins,IRL,Derby County,34,Forward,944.0,10.488888888888887,6.177966101694915,0.0,0.0953389830508474,0.0,0.0,0.1906779661016949,0.0,3.9088983050847457,2.955508474576271,0.0,0.0953389830508474,1.048728813559322,0.0,2.8983050847457625,0.0953389830508474,0.0953389830508474,0.1906779661016949,0.7627118644067796,175000.0
Rubin Colwill,WAL,Cardiff City,22,Midfielder,1553.0,17.255555555555556,4.630392788151964,0.231809401159047,0.927237604636188,0.0579523502897617,2.746941403734706,3.882807469414037,0.2897617514488087,19.81970379909852,18.370895041854475,1.796522858982614,2.8396651641983257,4.6941403734707015,0.695428203477141,2.746941403734706,2.0283322601416613,1.4488087572440438,0.231809401159047,4.1725692208628455,1200000.0
Tommy Conway,SCO,Middlesbrough,22,Forward,1416.0,15.733333333333333,5.389830508474576,0.0,0.4449152542372881,0.5084745762711864,3.4639830508474576,1.5254237288135597,0.0,5.402542372881356,12.39406779661017,0.4449152542372881,1.5254237288135597,5.466101694915254,0.1271186440677966,1.2711864406779665,0.5720338983050848,0.3813559322033898,0.0635593220338983,0.7627118644067797,4800000.0
Charlie Crew,WAL,Leeds United,18,Midfielder,1123.0,12.477777777777778,6.67586821015138,0.0,0.0,0.0,8.014247551202137,0.0,0.0,0.3205699020480855,0.2404274265360641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801424755120213,0.0
Ante Crnac,CRO,Norwich City,20,Forward,546.0,6.066666666666666,12.032967032967033,0.1648351648351648,0.8241758241758242,0.6593406593406593,8.670329670329672,4.78021978021978,0.6593406593406593,28.351648351648358,27.032967032967036,2.142857142857143,3.6263736263736255,8.241758241758243,0.6593406593406593,7.961538461538462,0.989010989010989,2.6373626373626373,0.1648351648351648,5.769230769230769,8000000.0
Liam Cullen,WAL,Swansea City,25,Forward,1362.0,15.133333333333333,5.015418502202643,0.066079295154185,0.3964757709251101,0.2643171806167401,2.1343612334801763,1.4537444933920705,0.13215859030837,11.69603524229075,9.97797356828194,0.13215859030837,0.6607929515418502,2.511013215859031,0.4625550660792952,2.524229074889868,0.3964757709251101,0.8590308370044053,0.066079295154185,1.9162995594713657,1200000.0
Siriki Dembélé,CIV,Oxford United,28,Midfielder,450.0,5.0,14.919999999999998,0.0,0.2,0.0,0.0,2.6,0.2,17.2,17.0,0.8,4.0,5.8,0.6,4.0,1.4,2.4,0.8,4.4,2200000.0
Ousmane Diakité,MLI,West Brom,24,Midfielder,1311.0,14.566666666666666,5.697940503432495,0.0,0.0,0.0,0.0,0.068649885583524,0.0,2.745995423340961,0.8924485125858124,0.0,0.137299771167048,0.205949656750572,0.4805491990846682,3.9199084668192223,0.0,0.6178489702517163,0.068649885583524,0.5491990846681922,700000.0
Jaden Dixon,ENG,Stoke City,17,Forward,1530.0,17.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
Ben Doak,SCO,Middlesbrough,19,Forward,738.0,8.2,9.48780487804878,0.6097560975609757,2.9268292682926838,0.1219512195121951,5.231707317073171,7.439024390243903,1.2195121951219514,15.243902439024392,46.21951219512196,3.658536585365854,11.097560975609756,20.1219512195122,1.0975609756097562,4.060975609756097,4.146341463414634,1.829268292682927,0.3658536585365854,4.634146341463415,10000000.0
Lewis Dobbin,ENG,West Brom,21,Forward,872.0,9.688888888888888,7.833715596330276,0.0,0.2064220183486238,0.0,0.0,0.5160550458715597,0.0,5.676605504587156,7.018348623853211,0.8256880733944955,1.0321100917431194,2.1674311926605507,0.2064220183486238,0.0,0.4128440366972477,0.6192660550458716,0.2064220183486238,1.3417431192660552,2500000.0
Mamadou Doumbia,MLI,Watford,18,Forward,1710.0,19.0,2.1052631578947367,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.5789473684210527,0.3157894736842105,0.0,0.0,0.2105263157894736,0.0,1.973684210526316,0.0,0.0526315789473684,0.0,0.0,250000.0
Amario Duberry,ENG,Blackburn,19,Forward,1055.0,11.72222222222222,7.029383886255925,0.0,0.0853080568720379,0.0,4.265402843601896,0.5118483412322276,0.0,2.218009478672986,2.5592417061611377,0.4265402843601896,0.7677725118483413,0.7677725118483413,0.0,0.0,0.3412322274881517,0.1706161137440758,0.0,1.023696682464455,0.0
Pierre Dwomoh,BEL,Watford,20,Midfielder,1679.0,18.655555555555555,4.331149493746278,0.0,0.053603335318642,0.0,0.0,0.2144133412745682,0.0,2.6801667659321025,0.4824300178677784,0.053603335318642,0.053603335318642,0.053603335318642,0.1072066706372841,2.379988088147707,0.0,0.1072066706372841,0.5360333531864205,0.5360333531864205,2500000.0
George Earthy,ENG,Bristol City,20,Midfielder,792.0,8.8,9.55681818181818,0.0,0.0,0.0,3.784090909090908,0.4545454545454545,0.2272727272727272,11.363636363636363,7.499999999999999,0.1136363636363636,1.0227272727272727,2.5,0.3409090909090909,0.0,0.5681818181818181,0.6818181818181818,0.4545454545454545,2.5,1000000.0
Kyle Edwards,ENG,Oxford United,26,Midfielder,800.0,8.88888888888889,8.31375,0.1124999999999999,0.1124999999999999,0.0,0.0,0.5625,0.1124999999999999,2.475,3.9375,0.1124999999999999,1.35,1.2375,0.0,4.5,0.5625,0.2249999999999999,0.2249999999999999,1.125,200000.0
Aidomo Emakhu,IRL,Millwall,21,Forward,578.0,6.422222222222223,7.7854671280276815,0.1557093425605536,0.3114186851211072,0.0,0.0,0.6228373702422145,0.1557093425605536,2.3356401384083045,4.826989619377162,0.1557093425605536,1.0899653979238757,0.6228373702422145,0.1557093425605536,0.0,0.9342560553633218,0.7785467128027681,0.1557093425605536,0.7785467128027681,900000.0
Romain Esse,ENG,Millwall,19,Forward,528.0,5.866666666666666,10.892045454545457,0.1704545454545454,3.409090909090909,0.5113636363636364,8.522727272727273,8.522727272727273,0.5113636363636364,45.17045454545455,46.19318181818182,6.306818181818183,4.431818181818183,13.295454545454549,2.897727272727273,5.982954545454546,7.159090909090909,6.818181818181818,1.0227272727272727,13.977272727272728,3000000.0
Oscar Estupiñan,COL,Hull City,27,Forward,1440.0,16.0,3.75,0.0,0.0,0.0625,2.08125,0.0,0.0,1.125,0.75,0.0,0.0,0.1875,0.0,2.84375,0.0,0.0,0.0,0.25,0.0
Christian Fassnacht,SUI,Norwich City,31,Forward,1012.0,11.244444444444444,6.349802371541503,0.0,0.0889328063241106,0.0,2.9614624505928853,0.0,0.0,1.6007905138339922,1.4229249011857708,0.0,0.0,0.7114624505928854,0.0,4.446640316205534,0.0889328063241106,0.1778656126482213,0.0,0.3557312252964427,2500000.0
Tegan Finn,ENG,Plymouth Argyle,0,Midfielder,1161.0,12.9,5.170542635658915,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,0.0,0.0775193798449612,0.0,0.0,0.0,0.0,0.0,0.0,0.1550387596899224,0.0775193798449612,0.0
Zian Flemming,NED,Burnley,26,Forward,1703.0,18.92222222222222,3.350557839107457,0.0528479154433352,0.2113916617733411,0.0528479154433352,2.4204345273047565,0.6870229007633588,0.0528479154433352,3.752201996476806,4.650616559013506,0.0,0.2642395772166764,1.6382853787433942,0.3170874926600118,3.049324721080447,0.3170874926600118,0.4227833235466823,0.0528479154433352,0.6341749853200236,4200000.0
Tyrese Fornah,SLE,Derby County,25,Midfielder,858.0,9.533333333333331,6.996503496503497,0.0,0.0,0.0,0.0,0.0,0.0,0.2097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
